channel,offset_khz,db_rel_median
31,4.07696,0.844213
31,4.1008,0.813966
31,4.12464,0.84602
31,4.14848,0.808513
31,4.17233,0.93483
31,4.19617,0.731845
31,4.22001,0.7275
31,4.24385,0.742954
31,4.26769,1.03768
31,4.29153,0.606736
31,4.31538,0.600344
31,4.33922,0.601936
31,4.36306,0.705131
31,4.3869,0.569872
31,4.41074,0.546059
31,4.43459,0.552916
31,4.45843,0.548691
31,4.48227,0.545766
31,4.50611,0.544481
31,4.52995,0.553493
31,4.55379,0.549021
31,4.57764,0.542199
31,4.60148,0.536538
31,4.62532,0.543483
31,4.64916,0.552484
31,4.673,0.613703
31,4.69685,0.526955
31,4.72069,0.539304
31,4.74453,0.536913
31,4.76837,0.594153
31,4.79221,0.508203
31,4.81606,0.513065
31,4.8399,0.509806
31,4.86374,0.543294
31,4.88758,0.484251
31,4.91142,0.477671
31,4.93526,0.478825
31,4.95911,0.496588
31,4.98295,0.476959
31,5.00679,0.475809
31,5.03063,0.480321
31,5.05447,0.471231
31,5.07832,0.477918
31,5.10216,0.47537
31,5.126,0.481747
31,5.14984,0.47271
31,5.17368,0.483294
31,5.19753,0.481518
31,5.22137,0.467484
31,5.24521,0.481004
31,5.26905,0.510234
31,5.29289,0.465192
31,5.31673,0.461938
31,5.34058,0.459729
31,5.36442,0.485098
31,5.38826,0.456128
31,5.4121,0.453567
31,5.43594,0.449845
31,5.45979,0.456967
31,5.48363,0.447145
31,5.50747,0.44819
31,5.53131,0.457884
31,5.55515,0.456126
31,5.57899,0.449697
31,5.60284,0.457936
31,5.62668,0.452368
31,5.65052,0.452742
31,5.67436,0.460906
31,5.6982,0.453987
31,5.72205,0.452497
31,5.74589,0.455921
31,5.76973,0.460705
31,5.79357,0.456121
31,5.81741,0.451504
31,5.84126,0.45334
31,5.8651,0.452661
31,5.88894,0.444902
31,5.91278,0.441569
31,5.93662,0.435437
31,5.96046,0.457911
31,5.98431,0.43596
31,6.00815,0.439445
31,6.03199,0.436616
31,6.05583,0.43716
31,6.07967,0.441689
31,6.10352,0.437076
31,6.12736,0.440949
31,6.1512,0.445764
31,6.17504,0.442018
31,6.19888,0.440754
31,6.22272,0.443699
31,6.24657,0.44472
31,6.27041,0.447221
31,6.29425,0.450558
31,6.31809,0.441482
31,6.34193,0.442064
31,6.36578,0.453671
31,6.38962,0.441429
31,6.41346,0.443546
31,6.4373,0.440304
31,6.46114,0.442952
31,6.48499,0.44473
31,6.50883,0.433652
31,6.53267,0.444304
31,6.55651,0.442431
31,6.58035,0.44162
31,6.60419,0.433402
31,6.62804,0.430886
31,6.65188,0.437916
31,6.67572,0.435801
31,6.69956,0.428412
31,6.7234,0.43257
31,6.74725,0.433313
31,6.77109,0.433752
31,6.79493,0.433254
31,6.81877,0.439273
31,6.84261,0.437858
31,6.86646,0.445239
31,6.8903,0.441305
31,6.91414,0.44155
31,6.93798,0.445157
31,6.96182,0.444321
31,6.98566,0.433108
31,7.00951,0.422913
31,7.03335,0.440757
31,7.05719,0.442619
31,7.08103,0.431377
31,7.10487,0.425675
31,7.12872,0.427311
31,7.15256,0.424403
31,7.1764,0.431122
31,7.20024,0.42664
31,7.22408,0.427925
31,7.24792,0.432673
31,7.27177,0.435143
31,7.29561,0.43134
31,7.31945,0.428451
31,7.34329,0.420409
31,7.36713,0.434419
31,7.39098,0.436161
31,7.41482,0.425776
31,7.43866,0.436463
31,7.4625,0.435898
31,7.48634,0.428634
31,7.51019,0.429623
31,7.53403,0.427347
31,7.55787,0.426018
31,7.58171,0.430806
31,7.60555,0.427956
31,7.62939,0.426941
31,7.65324,0.429097
31,7.67708,0.428529
31,7.70092,0.420444
31,7.72476,0.425984
31,7.7486,0.430172
31,7.77245,0.420926
31,7.79629,0.431325
31,7.82013,0.425426
31,7.84397,0.41963
31,7.86781,0.426906
31,7.89165,0.429882
31,7.9155,0.42908
31,7.93934,0.423504
31,7.96318,0.427232
31,7.98702,0.423723
31,8.01086,0.424552
31,8.03471,0.424573
31,8.05855,0.425999
31,8.08239,0.428573
31,8.10623,0.416794
31,8.13007,0.421325
31,8.15392,0.421656
31,8.17776,0.419046
31,8.2016,0.416568
31,8.22544,0.418857
31,8.24928,0.420288
31,8.27312,0.417899
31,8.29697,0.416886
31,8.32081,0.414122
31,8.34465,0.421703
31,8.36849,0.418297
31,8.39233,0.420594
31,8.41618,0.416898
31,8.44002,0.417791
31,8.46386,0.427539
31,8.4877,0.418803
31,8.51154,0.423465
31,8.53539,0.418103
31,8.55923,0.410662
31,8.58307,0.415415
31,8.60691,0.421537
31,8.63075,0.408883
31,8.65459,0.417235
31,8.67844,0.417332
31,8.70228,0.423832
31,8.72612,0.419517
31,8.74996,0.40969
31,8.7738,0.418309
31,8.79765,0.411915
31,8.82149,0.415227
31,8.84533,0.42175
31,8.86917,0.452896
31,8.89301,0.465273
31,8.91685,0.462332
31,8.9407,0.422914
31,8.96454,0.414715
31,8.98838,0.414406
31,9.01222,0.414086
31,9.03606,0.422824
31,9.05991,0.417865
31,9.08375,0.408481
31,9.10759,0.415001
31,9.13143,0.414147
31,9.15527,0.416476
31,9.17912,0.422412
31,9.20296,0.410816
31,9.2268,0.409716
31,9.25064,0.405725
31,9.27448,0.411052
31,9.29832,0.410969
31,9.32217,0.41003
31,9.34601,0.40868
31,9.36985,0.411054
31,9.39369,0.403568
31,9.41753,0.412886
31,9.44138,0.40854
31,9.46522,0.413994
31,9.48906,0.412623
31,9.5129,0.408665
31,9.53674,0.40971
31,9.56059,0.410213
31,9.58443,0.420153
31,9.60827,0.417106
31,9.63211,0.419199
31,9.65595,0.422092
31,9.67979,0.419968
31,9.70364,0.410493
31,9.72748,0.415081
31,9.75132,0.413253
31,9.77516,0.411449
31,9.799,0.43014
31,9.82285,0.433673
31,9.84669,0.435373
31,9.87053,0.431155
31,9.89437,0.427448
31,9.91821,0.425183
31,9.94205,0.424701
31,9.9659,0.465388
31,9.98974,0.42142
31,10.0136,0.411365
31,10.0374,0.426037
31,10.0613,0.422916
31,10.0851,0.415023
31,10.1089,0.415874
31,10.1328,0.415787
31,10.1566,0.413216
31,10.1805,0.40794
31,10.2043,0.410543
31,10.2282,0.416771
31,10.252,0.415685
31,10.2758,0.408693
31,10.2997,0.413065
31,10.3235,0.397659
31,10.3474,0.405344
31,10.3712,0.408599
31,10.3951,0.404775
31,10.4189,0.400112
31,10.4427,0.403029
31,10.4666,0.4058
31,10.4904,0.411767
31,10.5143,0.403476
31,10.5381,0.405653
31,10.5619,0.406784
31,10.5858,0.406058
31,10.6096,0.406176
31,10.6335,0.41039
31,10.6573,0.403492
31,10.6812,0.406802
31,10.705,0.406546
31,10.7288,0.405253
31,10.7527,0.405636
31,10.7765,0.402523
31,10.8004,0.407966
31,10.8242,0.406372
31,10.848,0.409706
31,10.8719,0.40603
31,10.8957,0.416703
31,10.9196,0.404009
31,10.9434,0.4056
31,10.9673,0.411504
31,10.9911,0.402804
31,11.0149,0.40073
31,11.0388,0.40763
31,11.0626,0.400072
31,11.0865,0.406455
31,11.1103,0.40571
31,11.1341,0.40822
31,11.158,0.40832
31,11.1818,0.402924
31,11.2057,0.405284
31,11.2295,0.400465
31,11.2534,0.410028
31,11.2772,0.407429
31,11.301,0.399567
31,11.3249,0.399401
31,11.3487,0.405315
31,11.3726,0.402001
31,11.3964,0.400189
31,11.4202,0.397098
31,11.4441,0.403066
31,11.4679,0.400484
31,11.4918,0.399582
31,11.5156,0.398794
31,11.5395,0.397186
31,11.5633,0.39938
31,11.5871,0.398548
31,11.611,0.408031
31,11.6348,0.405832
31,11.6587,0.411611
31,11.6825,0.399116
31,11.7064,0.3987
31,11.7302,0.404345
31,11.754,0.40376
31,11.7779,0.402795
31,11.8017,0.400874
31,11.8256,0.397612
31,11.8494,0.392989
31,11.8732,0.401753
31,11.8971,0.396285
31,11.9209,0.397323
31,11.9448,0.39902
31,11.9686,0.404212
31,11.9925,0.402772
31,12.0163,0.391339
31,12.0401,0.403461
31,12.064,0.402239
31,12.0878,0.401235
31,12.1117,0.403001
31,12.1355,0.404894
31,12.1593,0.402787
31,12.1832,0.402039
31,12.207,0.403925
31,12.2309,0.39694
31,12.2547,0.401281
31,12.2786,0.405588
31,12.3024,0.404197
31,12.3262,0.400975
31,12.3501,0.402927
31,12.3739,0.405743
31,12.3978,0.389493
31,12.4216,0.398037
31,12.4454,0.403108
31,12.4693,0.4025
31,12.4931,0.399024
31,12.517,0.398912
31,12.5408,0.396976
31,12.5647,0.395711
31,12.5885,0.39606
31,12.6123,0.402736
31,12.6362,0.393504
31,12.66,0.400154
31,12.6839,0.397362
31,12.7077,0.398812
31,12.7316,0.397394
31,12.7554,0.390327
31,12.7792,0.404172
31,12.8031,0.394535
31,12.8269,0.398424
31,12.8508,0.402278
31,12.8746,0.400408
31,12.8984,0.393127
31,12.9223,0.402044
31,12.9461,0.40081
31,12.97,0.402383
31,12.9938,0.400715
31,13.0177,0.391029
31,13.0415,0.400847
31,13.0653,0.397513
31,13.0892,0.393367
31,13.113,0.390868
31,13.1369,0.392772
31,13.1607,0.397203
31,13.1845,0.39552
31,13.2084,0.393296
31,13.2322,0.393854
31,13.2561,0.395392
31,13.2799,0.396137
31,13.3038,0.396488
31,13.3276,0.396738
31,13.3514,0.400707
31,13.3753,0.399521
31,13.3991,0.401393
31,13.423,0.400207
31,13.4468,0.394662
31,13.4706,0.395216
31,13.4945,0.394935
31,13.5183,0.40342
31,13.5422,0.397962
31,13.566,0.396781
31,13.5899,0.399639
31,13.6137,0.395725
31,13.6375,0.39053
31,13.6614,0.398734
31,13.6852,0.398202
31,13.7091,0.394648
31,13.7329,0.405031
31,13.7568,0.40141
31,13.7806,0.39219
31,13.8044,0.397057
31,13.8283,0.397664
31,13.8521,0.400179
31,13.876,0.409496
31,13.8998,0.406424
31,13.9236,0.39536
31,13.9475,0.399968
31,13.9713,0.403331
31,13.9952,0.395925
31,14.019,0.395655
31,14.0429,0.392508
31,14.0667,0.393414
31,14.0905,0.403583
31,14.1144,0.395052
31,14.1382,0.389925
31,14.1621,0.391571
31,14.1859,0.39423
31,14.2097,0.394878
31,14.2336,0.390929
31,14.2574,0.384811
31,14.2813,0.390393
31,14.3051,0.396226
31,14.329,0.385795
31,14.3528,0.389523
31,14.3766,0.39304
31,14.4005,0.384913
31,14.4243,0.391273
31,14.4482,0.391661
31,14.472,0.390966
31,14.4958,0.3904
31,14.5197,0.393197
31,14.5435,0.392272
31,14.5674,0.391536
31,14.5912,0.391319
31,14.6151,0.402069
31,14.6389,0.382231
31,14.6627,0.379482
31,14.6866,0.395437
31,14.7104,0.388856
31,14.7343,0.38943
31,14.7581,0.391139
31,14.782,0.387708
31,14.8058,0.390167
31,14.8296,0.397341
31,14.8535,0.389159
31,14.8773,0.39904
31,14.9012,0.394049
31,14.925,0.390635
31,14.9488,0.391705
31,14.9727,0.3907
31,14.9965,0.389438
30,-14.9965,-2.06427
30,-14.9727,-2.05187
30,-14.9488,-2.02484
30,-14.925,-2.01839
30,-14.9012,-2.06726
30,-14.8773,-2.03624
30,-14.8535,-2.11211
30,-14.8296,-2.08156
30,-14.8058,-2.01021
30,-14.782,-2.00764
30,-14.7581,-2.00011
30,-14.7343,-2.05376
30,-14.7104,-2.03821
30,-14.6866,-2.01671
30,-14.6627,-2.05586
30,-14.6389,-2.09133
30,-14.6151,-2.06242
30,-14.5912,-2.03572
30,-14.5674,-2.07098
30,-14.5435,-1.91265
30,-14.5197,-2.04848
30,-14.4958,-2.0345
30,-14.472,-1.97122
30,-14.4482,-2.01141
30,-14.4243,-2.03629
30,-14.4005,-2.07088
30,-14.3766,-2.02635
30,-14.3528,-2.11761
30,-14.329,-2.05835
30,-14.3051,-2.07174
30,-14.2813,-2.02832
30,-14.2574,-1.77202
30,-14.2336,-1.93402
30,-14.2097,-1.95522
30,-14.1859,-1.9985
30,-14.1621,-2.0794
30,-14.1382,-1.98681
30,-14.1144,-2.00415
30,-14.0905,-2.01799
30,-14.0667,-1.99615
30,-14.0429,-2.06082
30,-14.019,-1.97188
30,-13.9952,-1.98697
30,-13.9713,-1.9237
30,-13.9475,-2.03903
30,-13.9236,-2.00901
30,-13.8998,-1.91877
30,-13.876,-1.97763
30,-13.8521,-2.04074
30,-13.8283,-2.01371
30,-13.8044,-1.89194
30,-13.7806,-2.04548
30,-13.7568,-1.95224
30,-13.7329,-2.00907
30,-13.7091,-2.00112
30,-13.6852,-2.01135
30,-13.6614,-2.08193
30,-13.6375,-2.0284
30,-13.6137,-1.94845
30,-13.5899,-1.95012
30,-13.566,-2.05126
30,-13.5422,-1.97031
30,-13.5183,-2.05698
30,-13.4945,-1.97639
30,-13.4706,-1.87517
30,-13.4468,-2.00552
30,-13.423,-2.04273
30,-13.3991,-2.0235
30,-13.3753,-2.0025
30,-13.3514,-1.98562
30,-13.3276,-1.98707
30,-13.3038,-1.98122
30,-13.2799,-1.93607
30,-13.2561,-1.91387
30,-13.2322,-1.91031
30,-13.2084,-2.04325
30,-13.1845,-2.02556
30,-13.1607,-1.98188
30,-13.1369,-1.90283
30,-13.113,-1.98677
30,-13.0892,-1.94614
30,-13.0653,-2.07095
30,-13.0415,-1.99336
30,-13.0177,-2.03162
30,-12.9938,-1.96064
30,-12.97,-1.95112
30,-12.9461,-2.01919
30,-12.9223,-1.95967
30,-12.8984,-1.94365
30,-12.8746,-1.93971
30,-12.8508,-1.94722
30,-12.8269,-1.92715
30,-12.8031,-1.98247
30,-12.7792,-1.91121
30,-12.7554,-1.93098
30,-12.7316,-1.95118
30,-12.7077,-1.97674
30,-12.6839,-2.02908
30,-12.66,-2.02796
30,-12.6362,-1.99358
30,-12.6123,-2.02504
30,-12.5885,-1.96129
30,-12.5647,-1.85004
30,-12.5408,-1.93239
30,-12.517,-1.88236
30,-12.4931,-1.91572
30,-12.4693,-1.9294
30,-12.4454,-1.93784
30,-12.4216,-2.00271
30,-12.3978,-1.95807
30,-12.3739,-1.9306
30,-12.3501,-1.97346
30,-12.3262,-1.9595
30,-12.3024,-1.99997
30,-12.2786,-1.89034
30,-12.2547,-1.95197
30,-12.2309,-1.91228
30,-12.207,-2.01849
30,-12.1832,-1.96638
30,-12.1593,-2.01405
30,-12.1355,-1.93248
30,-12.1117,-1.95863
30,-12.0878,-1.97228
30,-12.064,-1.91268
30,-12.0401,-1.89998
30,-12.0163,-1.91108
30,-11.9925,-1.95004
30,-11.9686,-1.98988
30,-11.9448,-1.91679
30,-11.9209,-1.94954
30,-11.8971,-1.92058
30,-11.8732,-1.98442
30,-11.8494,-1.90224
30,-11.8256,-1.95196
30,-11.8017,-1.90014
30,-11.7779,-1.93922
30,-11.754,-2.01503
30,-11.7302,-1.98239
30,-11.7064,-1.98328
30,-11.6825,-1.87372
30,-11.6587,-1.93872
30,-11.6348,-2.0083
30,-11.611,-1.81978
30,-11.5871,-1.92624
30,-11.5633,-1.92533
30,-11.5395,-1.8832
30,-11.5156,-1.96395
30,-11.4918,-1.86247
30,-11.4679,-1.96822
30,-11.4441,-1.92347
30,-11.4202,-1.97813
30,-11.3964,-1.88351
30,-11.3726,-1.8428
30,-11.3487,-1.96989
30,-11.3249,-1.95015
30,-11.301,-2.00035
30,-11.2772,-1.88321
30,-11.2534,-1.90347
30,-11.2295,-1.87668
30,-11.2057,-1.93068
30,-11.1818,-1.97184
30,-11.158,-1.87188
30,-11.1341,-1.98919
30,-11.1103,-1.91227
30,-11.0865,-1.84403
30,-11.0626,-1.87303
30,-11.0388,-1.95491
30,-11.0149,-1.91976
30,-10.9911,-1.90528
30,-10.9673,-1.96558
30,-10.9434,-1.87379
30,-10.9196,-1.89578
30,-10.8957,-1.91505
30,-10.8719,-1.88285
30,-10.848,-1.86243
30,-10.8242,-1.87761
30,-10.8004,-1.966
30,-10.7765,-1.99538
30,-10.7527,-1.96597
30,-10.7288,-1.89323
30,-10.705,-1.99081
30,-10.6812,-1.98023
30,-10.6573,-1.99227
30,-10.6335,-2.00711
30,-10.6096,-1.94433
30,-10.5858,-1.90957
30,-10.5619,-1.92072
30,-10.5381,-1.84209
30,-10.5143,-1.87708
30,-10.4904,-1.92764
30,-10.4666,-1.86505
30,-10.4427,-1.87774
30,-10.4189,-1.87608
30,-10.3951,-1.83683
30,-10.3712,-1.853
30,-10.3474,-1.91311
30,-10.3235,-1.88461
30,-10.2997,-1.91649
30,-10.2758,-1.86571
30,-10.252,-1.85089
30,-10.2282,-1.73776
30,-10.2043,-0.912941
30,-10.1805,-1.79181
30,-10.1566,-1.8675
30,-10.1328,-1.86509
30,-10.1089,-1.88816
30,-10.0851,-1.82126
30,-10.0613,-1.93366
30,-10.0374,-1.89685
30,-10.0136,-1.8113
30,-9.98974,-1.85607
30,-9.9659,-1.79365
30,-9.94205,-1.86559
30,-9.91821,-1.71365
30,-9.89437,-1.87991
30,-9.87053,-1.84551
30,-9.84669,-1.91174
30,-9.82285,-1.85131
30,-9.799,-1.94417
30,-9.77516,-1.86652
30,-9.75132,-1.88638
30,-9.72748,-1.86975
30,-9.70364,-1.89757
30,-9.67979,-1.89478
30,-9.65595,-1.88819
30,-9.63211,-1.9017
30,-9.60827,-1.84266
30,-9.58443,-1.91988
30,-9.56059,-1.92209
30,-9.53674,-1.88343
30,-9.5129,-1.77707
30,-9.48906,-1.85135
30,-9.46522,-1.90336
30,-9.44138,-1.88972
30,-9.41753,-1.7645
30,-9.39369,-1.83446
30,-9.36985,-1.82894
30,-9.34601,-1.85988
30,-9.32217,-1.83816
30,-9.29832,-1.90783
30,-9.27448,-1.88116
30,-9.25064,-1.81492
30,-9.2268,-1.89999
30,-9.20296,-1.78024
30,-9.17912,-1.80337
30,-9.15527,-1.92834
30,-9.13143,-1.90443
30,-9.10759,-1.83183
30,-9.08375,-1.91858
30,-9.05991,-1.88425
30,-9.03606,-1.88591
30,-9.01222,-1.75864
30,-8.98838,-1.863
30,-8.96454,-1.89487
30,-8.9407,-1.79548
30,-8.91685,-1.84278
30,-8.89301,-1.85954
30,-8.86917,-1.88057
30,-8.84533,-1.87364
30,-8.82149,-1.88162
30,-8.79765,-1.85738
30,-8.7738,-1.82703
30,-8.74996,-1.81496
30,-8.72612,-1.83523
30,-8.70228,-1.8138
30,-8.67844,-1.86402
30,-8.65459,-1.77801
30,-8.63075,-1.83527
30,-8.60691,-1.7095
30,-8.58307,-1.83615
30,-8.55923,-1.91492
30,-8.53539,-1.88258
30,-8.51154,-1.72674
30,-8.4877,-1.86332
30,-8.46386,-1.7887
30,-8.44002,-1.81584
30,-8.41618,-1.8523
30,-8.39233,-1.80283
30,-8.36849,-1.90726
30,-8.34465,-1.82694
30,-8.32081,-1.73326
30,-8.29697,-1.74539
30,-8.27312,-1.79285
30,-8.24928,-1.84779
30,-8.22544,-1.78132
30,-8.2016,-1.72155
30,-8.17776,-1.84173
30,-8.15392,-1.8536
30,-8.13007,-1.74112
30,-8.10623,-1.63551
30,-8.08239,-1.7078
30,-8.05855,-1.77515
30,-8.03471,-1.75802
30,-8.01086,-1.69444
30,-7.98702,-1.78678
30,-7.96318,-1.81825
30,-7.93934,-1.82531
30,-7.9155,-1.7338
30,-7.89165,-1.74142
30,-7.86781,-1.80283
30,-7.84397,-1.7603
30,-7.82013,-1.82768
30,-7.79629,-1.73827
30,-7.77245,-1.85514
30,-7.7486,-1.80066
30,-7.72476,-1.77265
30,-7.70092,-1.59301
30,-7.67708,-1.79454
30,-7.65324,-1.86662
30,-7.62939,-1.80231
30,-7.60555,-1.50265
30,-7.58171,-1.71888
30,-7.55787,-1.77332
30,-7.53403,-1.77706
30,-7.51019,-1.63005
30,-7.48634,-1.75601
30,-7.4625,-1.77051
30,-7.43866,-1.82291
30,-7.41482,-1.66405
30,-7.39098,-1.73587
30,-7.36713,-1.81424
30,-7.34329,-1.81758
30,-7.31945,-1.6414
30,-7.29561,-1.68195
30,-7.27177,-1.82447
30,-7.24792,-1.76325
30,-7.22408,-1.72754
30,-7.20024,-1.42051
30,-7.1764,-1.81084
30,-7.15256,-1.75494
30,-7.12872,-1.77865
30,-7.10487,-1.48066
30,-7.08103,-1.79899
30,-7.05719,-1.8263
30,-7.03335,-1.73907
30,-7.00951,-1.56029
30,-6.98566,-1.77266
30,-6.96182,-1.81193
30,-6.93798,-1.81717
30,-6.91414,-1.59247
30,-6.8903,-1.68009
30,-6.86646,-1.80562
30,-6.84261,-1.77274
30,-6.81877,-1.62755
30,-6.79493,-1.54909
30,-6.77109,-1.74836
30,-6.74725,-1.76578
30,-6.7234,-1.69533
30,-6.69956,-1.32274
30,-6.67572,-1.66313
30,-6.65188,-1.79081
30,-6.62804,-1.79282
30,-6.60419,-1.48
30,-6.58035,-1.71583
30,-6.55651,-1.73091
30,-6.53267,-1.8119
30,-6.50883,-1.56236
30,-6.48499,-1.75955
30,-6.46114,-1.72639
30,-6.4373,-1.73027
30,-6.41346,-1.51244
30,-6.38962,-1.61785
30,-6.36578,-1.79607
30,-6.34193,-1.73803
30,-6.31809,-1.5734
30,-6.29425,-1.51513
30,-6.27041,-1.67284
30,-6.24657,-1.7186
30,-6.22272,-1.6678
30,-6.19888,-1.40343
30,-6.17504,-1.70792
30,-6.1512,-1.66225
30,-6.12736,-1.73228
30,-6.10352,-1.61364
30,-6.07967,-1.65057
30,-6.05583,-1.753
30,-6.03199,-1.64936
30,-6.00815,-1.39563
30,-5.98431,-1.67879
30,-5.96046,-1.57711
30,-5.93662,-1.62724
30,-5.91278,-1.23333
30,-5.88894,-1.57689
30,-5.8651,-1.71809
30,-5.84126,-1.64139
30,-5.81741,-1.37186
30,-5.79357,-1.36031
30,-5.76973,-1.7247
30,-5.74589,-1.70264
30,-5.72205,-1.56477
30,-5.6982,-1.3373
30,-5.67436,-1.66812
30,-5.65052,-1.71829
30,-5.62668,-1.55236
30,-5.60284,-1.53186
30,-5.57899,-1.59955
30,-5.55515,-1.78041
30,-5.53131,-1.61588
30,-5.50747,-1.01803
30,-5.48363,-1.57954
30,-5.45979,-1.65327
30,-5.43594,-1.53711
30,-5.4121,-0.792853
30,-5.38826,-1.37921
30,-5.36442,-1.52324
30,-5.34058,-1.40373
30,-5.31673,-0.877206
30,-5.29289,-0.967375
30,-5.26905,-1.50378
30,-5.24521,-1.55923
30,-5.22137,-1.33191
30,-5.19753,-1.09465
30,-5.17368,-1.49558
30,-5.14984,-1.51551
30,-5.126,-1.40807
30,-5.10216,-0.964159
30,-5.07832,-1.42652
30,-5.05447,-1.41221
30,-5.03063,-1.3429
30,-5.00679,-0.328297
30,-4.98295,-1.29786
30,-4.95911,-1.3877
30,-4.93526,-1.13003
30,-4.91142,0.882546
30,-4.88758,-0.661009
30,-4.86374,-1.31491
30,-4.8399,-1.2321
30,-4.81606,-0.0790486
30,-4.79221,-0.258361
30,-4.76837,-1.0063
30,-4.74453,-1.11146
30,-4.72069,-0.753306
30,-4.69685,-0.298922
30,-4.673,-0.996712
30,-4.64916,-1.03718
30,-4.62532,-0.893479
30,-4.60148,-0.678852
30,-4.57764,-1.12261
30,-4.55379,-1.14799
30,-4.52995,-0.628993
30,-4.50611,2.96907
30,-4.48227,-0.197331
30,-4.45843,-0.670034
30,-4.43459,-0.113064
30,-4.41074,3.46693
30,-4.3869,0.914408
30,-4.36306,-0.242851
30,-4.33922,0.0852148
30,-4.31538,2.95632
30,-4.29153,2.01916
30,-4.26769,-0.104036
30,-4.24385,-0.399055
30,-4.22001,0.13129
30,-4.19617,0.680672
30,-4.17233,-0.354155
30,-4.14848,-0.0496216
30,-4.12464,0.82072
30,-4.1008,2.97975
30,-4.07696,0.89007
30,-4.05312,0.737695
30,-4.02927,1.56367
30,-4.00543,5.91701
30,-3.98159,1.71935
30,-3.95775,0.939378
30,-3.93391,2.24378
30,-3.91006,8.52722
30,-3.88622,3.48554
30,-3.86238,0.419154
30,-3.83854,0.968679
30,-3.8147,4.96606
30,-3.79086,3.81967
30,-3.76701,1.56309
30,-3.74317,1.29247
30,-3.71933,2.27151
30,-3.69549,2.83167
30,-3.67165,1.22208
30,-3.6478,1.08376
30,-3.62396,1.39865
30,-3.60012,1.68514
30,-3.57628,0.183905
30,-3.55244,-0.139662
30,-3.52859,1.65876
30,-3.50475,8.02103
30,-3.48091,2.12017
30,-3.45707,0.734174
30,-3.43323,1.6866
30,-3.40939,6.75099
30,-3.38554,2.66047
30,-3.3617,0.771784
30,-3.33786,1.23986
30,-3.31402,4.8501
30,-3.29018,2.82095
30,-3.26633,0.370949
30,-3.24249,-0.280371
30,-3.21865,0.0404359
30,-3.19481,0.195617
30,-3.17097,-0.388499
30,-3.14713,-0.113673
30,-3.12328,0.764286
30,-3.09944,2.56859
30,-3.0756,0.438281
30,-3.05176,0.171523
30,-3.02792,0.923806
30,-3.00407,4.49746
30,-2.98023,0.701563
30,-2.95639,0.0596048
30,-2.93255,0.999498
30,-2.90871,6.20578
30,-2.88486,1.43948
30,-2.86102,-0.477358
30,-2.83718,-0.0863601
30,-2.81334,2.70828
30,-2.7895,1.24706
30,-2.76566,0.268283
30,-2.74181,-0.0308295
30,-2.71797,0.589518
30,-2.69413,0.486916
30,-2.67029,6.82084e-05
30,-2.64645,-0.0268106
30,-2.6226,0.162304
30,-2.59876,0.298909
30,-2.57492,-0.593742
30,-2.55108,-0.650149
30,-2.52724,0.607507
30,-2.5034,5.19944
30,-2.47955,0.679167
30,-2.45571,-0.0400436
30,-2.43187,0.543343
30,-2.40803,4.36169
30,-2.38419,1.03228
30,-2.36034,0.15342
30,-2.3365,0.430282
30,-2.31266,3.0392
30,-2.28882,1.19823
30,-2.26498,-0.0634259
30,-2.24113,-0.343053
30,-2.21729,-0.294705
30,-2.19345,-0.249752
30,-2.16961,-0.267727
30,-2.14577,-0.0318539
30,-2.12193,0.753362
30,-2.09808,2.04702
30,-2.07424,0.522937
30,-2.0504,0.297769
30,-2.02656,1.12349
30,-2.00272,4.05151
30,-1.97887,0.917874
30,-1.95503,0.478215
30,-1.93119,1.276
30,-1.90735,6.16659
30,-1.88351,1.33406
30,-1.85966,0.0214043
30,-1.83582,0.38208
30,-1.81198,2.51795
30,-1.78814,1.53266
30,-1.7643,0.868435
30,-1.74046,0.88008
30,-1.71661,1.22006
30,-1.69277,1.25431
30,-1.66893,0.972762
30,-1.64509,1.12623
30,-1.62125,1.51365
30,-1.5974,1.5372
30,-1.57356,0.764418
30,-1.54972,0.736362
30,-1.52588,2.36504
30,-1.50204,7.03507
30,-1.4782,2.32452
30,-1.45435,1.64056
30,-1.43051,2.36248
30,-1.40667,6.55757
30,-1.38283,2.87224
30,-1.35899,2.14826
30,-1.33514,2.59004
30,-1.3113,5.59525
30,-1.28746,3.30759
30,-1.26362,2.10006
30,-1.23978,1.95457
30,-1.21593,2.02817
30,-1.19209,2.06764
30,-1.16825,2.29152
30,-1.14441,2.78525
30,-1.12057,4.31392
30,-1.09673,5.77779
30,-1.07288,3.93222
30,-1.04904,3.89142
30,-1.0252,5.25822
30,-1.00136,8.72311
30,-0.977516,4.86231
30,-0.953674,4.4981
30,-0.929832,5.90684
30,-0.905991,11.8237
30,-0.882149,5.91531
30,-0.858307,4.36335
30,-0.834465,5.11224
30,-0.810623,7.94841
30,-0.786781,6.96568
30,-0.762939,6.60633
30,-0.739098,6.79446
30,-0.715256,7.62007
30,-0.691414,7.71579
30,-0.667572,7.90351
30,-0.64373,8.45538
30,-0.619888,9.77182
30,-0.596046,10.3082
30,-0.572205,9.05852
30,-0.548363,9.4782
30,-0.524521,13.1933
30,-0.500679,18.5138
30,-0.476837,13.1578
30,-0.452995,13.0431
30,-0.429153,15.0361
30,-0.405312,20.7443
30,-0.38147,16.8293
30,-0.357628,17.163
30,-0.333786,19.4972
30,-0.309944,24.6664
30,-0.286102,22.9339
30,-0.26226,24.8214
